ID_Jogador,Dias_Desde_Instalacao,Nivel_Atual,Tempo_Jogado_Horas,Itens_Raros_Possuidos,Gasto_Total_BRL,COMPROU_OFERTA_X
865,46,38,57,3,0.0,0
866,48,50,63,2,0.0,1
867,28,98,67,6,375.63,0
868,22,82,58,7,0.0,0
869,2,30,10,0,78.37,0
870,11,79,40,4,96.48,0
871,3,91,48,2,0.0,0
872,100,51,110,3,40.74,0
873,5,63,33,2,0.0,0
874,5,98,48,2,16.94,0
875,67,52,75,0,0.0,0
876,87,38,91,3,49.68,0
877,44,97,92,4,0.0,0
878,1,88,48,1,0.0,0
879,1,79,46,3,0.0,0
880,15,30,21,3,55.96,0
881,5,51,29,6,16.27,0
882,1,81,46,6,83.12,1
883,19,5,10,0,0.0,0
884,86,29,80,5,0.0,0
885,12,4,16,0,0.0,0
886,33,10,32,0,0.0,0
887,32,56,48,0,0.0,0
888,9,17,7,2,224.04,0
889,32,74,69,5,123.65,0
890,8,17,4,0,0.0,0
891,4,84,48,4,0.0,0
892,37,88,70,4,0.0,0
893,4,69,42,6,615.71,0
894,174,34,150,0,0.0,0
895,7,6,21,0,0.0,0
896,28,53,50,2,0.0,1
897,16,66,48,4,0.0,1
898,5,77,38,2,0.0,0
899,1,43,21,2,0.0,0
900,30,75,60,7,0.0,0
901,50,23,60,0,0.0,0
902,56,55,74,7,0.0,0
903,20,80,58,3,0.0,0
904,46,95,86,2,0.0,0
905,34,75,67,8,0.0,0
906,39,16,32,1,0.0,0
907,21,8,31,0,0.0,0
908,31,4,22,0,0.0,0
909,50,4,41,0,19.88,0
910,16,56,48,3,0.0,0
911,50,25,62,1,364.59,0
912,27,67,59,8,0.0,0
913,6,96,50,5,0.0,0
914,1,67,34,1,0.0,0
915,14,27,25,2,0.0,0
916,24,93,66,3,0.0,0
917,55,32,53,2,0.0,0
918,5,50,35,1,0.0,0
919,49,61,70,7,0.0,0
920,60,51,69,3,0.0,0
921,5,19,11,1,0.0,0
922,58,21,58,1,0.0,0
923,143,5,109,1,0.0,0
924,39,82,76,6,0.0,1
925,47,92,84,4,62.8,0
926,156,42,153,1,0.0,0
927,28,61,53,4,0.0,0
928,12,22,15,0,108.78,0
929,55,21,48,2,27.26,0
930,29,70,56,5,0.0,0
931,27,1,20,0,0.0,0
932,9,5,6,0,0.0,0
933,43,12,41,0,0.0,0
934,3,90,44,5,0.0,0
935,78,46,86,4,0.0,0
936,12,34,23,2,0.0,0
937,5,49,31,1,0.0,0
938,18,78,51,1,0.0,0
939,2,90,52,1,0.0,0
940,35,45,53,2,0.0,0
941,70,27,70,2,0.0,1
942,55,73,79,4,0.0,0
943,5,26,9,0,0.0,0
944,5,47,34,2,0.0,0
945,51,86,80,10,0.0,0
946,78,56,90,4,0.0,1
947,19,94,63,3,0.0,0
948,21,63,47,0,0.0,1
949,12,48,40,2,0.0,0
950,68,61,78,3,0.0,0
951,32,81,74,5,0.0,0
952,11,26,25,0,0.0,0
953,11,36,25,1,0.0,0
954,67,1,52,0,0.0,0
955,1,8,1,0,0.0,0
956,12,99,54,2,206.27,0
957,25,52,44,4,0.0,0
958,5,79,44,2,86.17,0
959,3,47,32,5,0.0,0
960,51,56,78,6,0.0,0
961,68,86,98,3,296.06,1
962,53,14,50,0,0.0,0
963,69,90,97,1,0.0,0
964,25,28,25,1,0.0,0
965,51,87,81,3,0.0,0
966,15,78,49,1,0.0,0
967,33,88,75,4,0.0,0
968,135,2,111,0,0.0,0
969,8,26,20,1,0.0,0
970,15,14,16,0,0.0,0
971,20,59,35,2,0.0,0
972,5,56,22,2,0.0,1
973,3,7,1,0,0.0,0
974,54,3,43,0,0.0,0
975,113,23,106,0,98.59,0
976,16,18,26,0,0.0,0
977,3,38,25,3,36.61,0
978,3,99,49,6,0.0,0
979,67,15,66,0,0.0,0
980,19,64,42,5,0.0,0
981,12,89,58,5,0.0,0
982,20,28,21,1,0.0,0
983,12,74,40,4,0.0,0
984,21,39,44,1,140.85,0
985,59,57,74,8,0.0,0
986,27,17,26,0,0.0,0
987,36,86,77,2,34.41,0
988,14,90,62,9,0.0,0
989,41,44,52,5,0.0,0
990,33,25,40,0,0.0,0
991,4,17,12,2,0.0,0
992,26,13,13,0,0.0,0
993,9,84,42,3,0.0,0
994,49,25,56,0,0.0,0
995,17,68,43,5,0.0,0
996,158,10,134,2,0.0,0
997,3,67,37,3,0.0,0
998,46,18,51,0,0.0,0
999,34,100,70,7,0.0,0
1000,44,86,80,7,0.0,0
1001,12,34,26,4,0.0,0
1002,21,8,16,0,0.0,0
1003,48,40,54,2,66.99,0
1004,8,83,49,7,184.25,1
1005,8,42,30,0,64.97,0
1006,25,41,40,1,178.73,0
1007,23,6,21,2,0.0,0
1008,10,52,31,4,65.37,0
1009,11,26,19,2,0.0,0
1010,10,64,36,3,0.0,0
1011,45,98,82,7,0.0,0
1012,32,59,58,0,0.0,0
1013,54,56,74,1,0.0,0
1014,112,59,112,2,0.0,0
1015,20,70,46,3,0.0,0
1016,3,33,15,2,0.0,0
1017,2,53,27,1,0.0,0
1018,11,22,11,2,0.0,0
1019,81,21,70,0,0.0,0
1020,23,70,46,2,0.0,1
1021,10,70,45,5,0.0,0
1022,16,4,14,0,54.35,1
1023,28,94,67,6,0.0,0
1024,32,75,57,7,0.0,0
1025,6,62,33,2,0.0,0
1026,114,62,119,4,0.0,0
1027,24,94,74,4,0.0,0
1028,5,95,56,7,285.15,0
1029,68,24,62,0,0.0,0
1030,3,55,30,3,0.0,0
1031,72,9,66,1,0.0,0
1032,171,3,134,0,0.0,0
1033,37,31,38,1,0.0,1
1034,45,40,47,3,0.0,0
1035,13,36,34,1,0.0,0
1036,86,24,79,0,0.0,0
1037,23,95,67,1,0.0,0
1038,40,6,32,0,0.0,0
1039,78,66,89,2,0.0,0
1040,111,84,125,4,111.03,0
1041,54,92,82,4,0.0,0
1042,11,75,50,2,0.0,0
1043,102,4,91,0,0.0,0
1044,30,79,63,6,0.0,0
1045,81,6,60,1,0.0,0
1046,34,94,76,2,0.0,1
1047,12,51,41,4,0.0,0
1048,14,62,47,7,127.74,0
1049,24,57,47,2,0.0,1
1050,47,66,69,4,316.73,0
1051,12,79,48,3,0.0,0
1052,27,75,65,2,0.0,0
1053,13,8,18,0,0.0,0
1054,51,26,51,2,0.0,0
1055,19,51,38,1,0.0,0
1056,3,45,22,1,0.0,0
1057,6,44,21,3,0.0,0
1058,2,5,10,0,0.0,0
1059,21,70,47,2,0.0,0
1060,4,26,18,2,0.0,1
1061,4,68,33,1,0.0,0
1062,85,19,75,1,0.0,0
1063,62,84,91,4,0.0,0
1064,19,97,66,7,0.0,0
1065,128,20,111,1,0.0,0
1066,1,12,1,0,118.56,1
1067,29,47,46,4,93.99,0
1068,29,1,19,0,0.0,0
1069,19,90,67,4,0.0,1
1070,16,14,18,0,0.0,0
1071,19,64,43,4,0.0,0
1072,17,38,42,2,0.0,0
1073,40,37,54,2,335.02,0
1074,5,11,5,1,0.0,0
1075,7,100,51,4,0.0,0
1076,6,77,45,4,0.0,0
1077,10,3,9,0,0.0,0
1078,23,33,39,1,0.0,0
1079,4,6,2,0,26.29,1
1080,61,50,77,2,0.0,0
1081,11,10,2,0,0.0,0
1082,6,5,6,0,0.0,0
1083,34,23,35,2,0.0,0
1084,2,10,4,1,0.0,0
1085,30,44,45,1,0.0,0
1086,36,2,35,0,0.0,0
1087,8,13,7,0,0.0,0
1088,2,40,10,0,95.7,0
1089,14,2,7,0,0.0,0
1090,4,84,50,3,0.0,0
1091,4,65,27,4,0.0,0
1092,9,63,35,2,84.67,1
1093,11,73,49,1,0.0,0
1094,23,17,26,0,0.0,0
1095,35,9,38,1,0.0,0
1096,27,75,48,5,0.0,0
1097,5,15,9,0,1084.39,1
1098,6,24,23,0,0.0,0
1099,64,38,64,2,0.0,1
1100,25,35,42,2,0.0,0
1101,62,94,95,4,99.47,0
1102,14,95,60,4,100.54,0
1103,29,49,54,3,0.0,0
1104,23,69,55,0,0.0,0
1105,12,62,37,1,0.0,0
1106,20,60,48,7,191.04,0
1107,21,50,38,1,799.22,0
1108,7,78,45,4,0.0,0
1109,12,75,40,2,0.0,0
1110,48,9,43,0,383.26,0
1111,75,34,82,2,145.93,0
1112,14,76,47,5,583.07,0
1113,12,99,64,3,0.0,0
1114,7,35,38,3,0.0,0
1115,35,1,28,0,9.27,1
1116,12,40,32,4,279.54,1
1117,133,64,140,3,0.0,0
1118,12,22,21,2,0.0,0
1119,16,60,46,4,3533.43,1
1120,28,64,53,4,0.0,0
1121,49,93,82,6,0.0,0
1122,20,72,44,3,0.0,0
1123,17,11,17,2,130.29,0
1124,164,14,142,0,0.0,0
1125,1,60,26,2,0.0,0
1126,68,30,70,3,0.0,0
1127,5,35,20,1,0.0,0
1128,47,85,76,5,0.0,0
1129,29,37,32,2,0.0,0
1130,13,5,19,1,0.0,0
1131,63,83,94,5,181.39,1
1132,1,78,53,9,0.0,0
1133,8,26,24,0,0.0,0
1134,26,62,58,4,0.0,0
1135,13,4,3,1,0.0,0
1136,29,89,58,5,0.0,0
1137,1,42,22,3,0.0,0
1138,4,89,41,1,0.0,0
1139,5,18,9,0,0.0,0
1140,7,40,38,2,0.0,0
1141,19,72,57,5,197.27,0
1142,42,39,48,6,0.0,0
1143,71,14,51,0,0.0,0
1144,55,32,54,2,0.0,0
1145,7,51,28,3,0.0,0
1146,18,38,31,1,0.0,0
1147,7,97,47,7,0.0,0
1148,10,23,25,1,0.0,0
1149,22,63,45,2,0.0,0
1150,3,15,13,0,0.0,0
1151,8,97,55,5,68.63,0
1152,83,25,83,0,0.0,0
1153,19,17,22,1,0.0,0
1154,18,97,58,4,0.0,0
1155,1,66,30,2,0.0,0
1156,9,78,43,5,0.0,0
1157,61,53,85,3,0.0,0
1158,6,51,30,4,0.0,0
1159,17,39,33,2,0.0,1
1160,1,51,30,3,0.0,0
1161,20,70,50,2,0.0,0
1162,1,6,9,0,0.0,0
1163,52,67,73,4,0.0,0
1164,53,7,43,0,42.18,0
1165,47,51,58,1,20.3,0
1166,10,72,53,1,0.0,0
1167,55,42,64,2,0.0,0
1168,24,64,45,4,99.79,1
1169,15,15,20,2,0.0,0
1170,30,29,35,2,0.0,0
1171,1,33,15,1,104.38,1
1172,5,94,52,3,0.0,0
1173,41,27,53,0,0.0,0
1174,9,36,25,2,0.0,0
1175,28,29,33,0,0.0,0
1176,15,38,28,4,41.44,1
1177,58,57,78,2,69.84,1
1178,92,97,112,10,0.0,0
1179,65,27,60,1,0.0,0
1180,10,55,36,1,0.0,0
1181,7,33,13,0,0.0,0
1182,20,68,48,4,391.79,1
1183,1,86,41,7,0.0,0
1184,1,66,38,3,0.0,0
1185,25,10,23,1,0.0,0
1186,23,5,26,0,0.0,0
1187,157,74,162,4,0.0,1
1188,7,97,62,8,0.0,0
1189,9,38,19,1,46.95,0
1190,4,13,17,0,0.0,0
1191,75,31,73,0,0.0,0
1192,46,47,67,4,0.0,0
1193,52,100,97,8,0.0,0
1194,70,88,85,5,0.0,0
1195,23,52,46,0,445.73,0
1196,19,56,48,2,0.0,1
1197,13,15,24,1,99.27,0
1198,27,29,30,1,0.0,0
1199,19,8,22,1,0.0,0
1200,19,5,18,0,0.0,0
1201,83,29,83,0,0.0,0
1202,125,47,128,1,0.0,0
1203,48,68,78,3,0.0,0
1204,43,76,69,6,90.42,0
1205,35,45,51,3,0.0,0
1206,6,2,6,0,0.0,0
1207,2,27,13,0,34.69,0
1208,36,95,75,2,154.05,0
1209,40,36,50,3,0.0,0
1210,2,36,16,0,0.0,0
1211,79,26,80,2,0.0,0
1212,3,43,30,1,0.0,0
1213,11,27,18,1,0.0,0
1214,34,69,68,1,0.0,1
1215,6,20,10,0,0.0,0
1216,2,11,11,0,0.0,0
1217,13,74,53,2,0.0,0
1218,44,38,53,2,0.0,0
1219,17,6,12,0,0.0,0
1220,32,72,58,2,41.98,0
1221,26,23,34,1,0.0,0
1222,1,47,34,4,0.0,0
1223,135,90,144,5,0.0,0
1224,2,46,25,2,0.0,0
1225,104,12,88,0,0.0,0
1226,24,90,61,2,0.0,0
1227,100,13,86,0,0.0,0
1228,4,62,31,4,0.0,0
1229,21,82,64,1,0.0,0
1230,6,89,56,3,0.0,0
1231,2,97,50,2,0.0,0
1232,29,60,52,3,0.0,0
1233,7,43,24,3,158.45,1
1234,27,76,60,2,0.0,0
1235,4,100,62,4,262.6,1
1236,13,68,43,5,0.0,0
1237,46,5,35,0,0.0,0
1238,18,37,30,1,0.0,0
1239,30,72,63,4,0.0,1
1240,32,92,68,4,0.0,0
1241,56,31,60,2,0.0,1
1242,12,9,16,0,0.0,0
1243,35,51,50,2,0.0,0
1244,98,29,84,0,0.0,0
1245,40,78,65,2,0.0,1
1246,21,40,32,3,0.0,0
1247,30,41,43,4,0.0,0
1248,41,86,76,4,0.0,0
1249,29,11,32,1,0.0,0
1250,1,23,6,1,0.0,0
1251,7,1,9,0,0.0,0
1252,50,46,61,2,0.0,0
1253,10,21,9,2,0.0,0
1254,40,90,77,2,0.0,0
1255,14,36,35,2,286.12,0
1256,23,54,49,3,0.0,0
1257,3,87,45,4,0.0,0
1258,6,57,38,3,0.0,0
1259,95,1,77,0,0.0,0
1260,67,63,90,5,66.36,0
1261,32,54,44,0,219.9,1
1262,19,55,36,3,0.0,0
1263,34,40,50,1,0.0,0
1264,29,15,38,0,1149.32,0
1265,26,21,33,1,0.0,0
1266,2,47,22,3,0.0,0
1267,31,73,57,1,0.0,0
1268,44,53,60,5,62.47,0
1269,154,9,133,0,0.0,0
1270,1,74,36,1,0.0,0
1271,40,52,63,4,318.05,1
1272,26,57,52,2,0.0,0
1273,18,26,35,0,0.0,0
1274,5,41,25,3,0.0,0
1275,16,35,30,2,0.0,0
1276,14,63,48,3,0.0,0
1277,11,25,16,1,83.41,0
1278,40,90,74,2,0.0,1
1279,37,75,58,10,0.0,0
1280,27,38,34,1,0.0,0
1281,84,2,77,0,0.0,0
1282,13,7,17,0,0.0,0
1283,9,82,41,3,0.0,0
1284,33,91,77,4,0.0,0
1285,7,34,19,2,0.0,0
1286,12,91,58,4,0.0,0
1287,8,17,18,1,0.0,0
1288,3,43,32,2,0.0,0
1289,53,59,69,6,0.0,0
1290,9,51,28,2,0.0,0
1291,20,54,29,10,0.0,0
1292,2,24,12,1,0.0,0
1293,37,25,45,2,36.88,0
1294,13,71,50,3,0.0,0
1295,41,52,65,0,0.0,0
1296,16,70,49,3,0.0,0
1297,7,88,52,7,0.0,0
1298,22,33,34,0,0.0,0
1299,5,49,32,4,0.0,0
1300,18,29,24,2,0.0,0
1301,12,63,34,7,59.36,0
1302,73,22,65,0,0.0,0
1303,2,26,15,0,0.0,0
1304,36,28,36,1,0.0,0
1305,7,85,44,5,0.0,0
1306,12,49,31,4,0.0,0
1307,17,71,53,4,0.0,0
1308,72,81,101,8,0.0,0
1309,9,84,49,1,0.0,0
1310,3,49,29,6,0.0,0
1311,12,20,21,1,0.0,0
1312,4,86,44,7,0.0,0
1313,5,92,47,6,79.63,1
1314,26,63,59,6,0.0,0
1315,2,61,19,4,0.0,0
1316,1,49,21,1,0.0,0
1317,38,71,64,2,0.0,0
1318,14,1,14,0,0.0,0
1319,5,96,57,3,32.27,0
1320,9,13,22,2,0.0,0
1321,31,94,71,3,0.0,0
1322,10,87,51,6,0.0,0
1323,21,51,44,4,0.0,0
1324,4,56,28,1,132.53,0
1325,27,83,57,8,0.0,0
1326,12,62,40,3,0.0,0
1327,30,32,43,1,0.0,0
1328,50,30,53,3,0.0,0
1329,29,29,39,1,57.28,1
1330,11,49,23,2,0.0,0
1331,9,45,29,4,0.0,0
1332,12,93,54,4,0.0,0
1333,6,30,13,3,0.0,0
1334,6,16,16,0,0.0,1
1335,47,40,66,2,0.0,0
1336,15,19,26,4,0.0,0
1337,18,18,28,2,0.0,0
1338,28,1,26,0,0.0,0
1339,27,78,63,4,0.0,0
1340,3,47,16,5,0.0,0
1341,54,66,75,3,0.0,0
1342,6,92,53,4,15.45,0
1343,39,94,80,6,0.0,0
1344,45,38,61,1,0.0,0
1345,38,51,50,1,0.0,0
1346,26,63,55,3,0.0,0
1347,1,4,1,1,0.0,0
1348,14,1,10,0,0.0,0
1349,28,8,26,0,0.0,0
1350,15,29,30,1,0.0,0
1351,60,55,79,2,0.0,0
1352,12,3,11,0,19.06,0
1353,11,32,14,1,0.0,0
1354,10,10,15,0,0.0,0
1355,13,74,46,6,0.0,0
1356,25,83,68,5,62.48,0
1357,37,34,52,2,0.0,0
1358,33,97,70,6,0.0,0
1359,50,87,86,1,0.0,0
1360,66,55,83,4,0.0,0
1361,51,92,89,2,0.0,0
1362,1,32,18,2,224.41,0
1363,40,50,60,1,358.05,1
1364,8,7,17,0,0.0,0
1365,5,93,47,4,0.0,0
1366,31,8,24,0,43.73,0
1367,12,65,46,5,0.0,0
1368,2,57,20,1,0.0,0
1369,5,67,40,1,0.0,0
1370,1,88,47,5,0.0,0
1371,71,87,88,5,0.0,0
1372,1,59,27,2,0.0,0
1373,8,72,50,3,0.0,0
1374,17,54,33,3,546.44,0
1375,14,67,45,2,0.0,0
1376,73,51,78,3,73.43,1
1377,2,97,46,4,0.0,0
1378,22,92,73,5,0.0,0
1379,35,8,32,0,188.22,1
1380,81,34,84,1,0.0,0
1381,30,35,40,3,0.0,0
1382,49,96,79,6,0.0,0
1383,3,88,40,4,0.0,0
1384,15,78,56,4,0.0,0
1385,15,32,28,3,0.0,0
1386,66,46,71,1,0.0,0
1387,5,16,11,0,0.0,0
1388,5,68,41,1,0.0,0
1389,12,37,30,6,0.0,0
1390,2,54,24,4,0.0,0
1391,7,85,40,6,0.0,0
1392,101,14,85,0,0.0,0
1393,17,95,66,4,0.0,0
1394,30,55,55,4,0.0,0
1395,39,48,57,3,0.0,0
1396,14,82,51,3,0.0,0
1397,5,7,4,0,0.0,0
1398,7,74,41,4,0.0,0
1399,12,7,17,1,0.0,0
1400,31,33,46,3,0.0,0
1401,16,23,22,2,0.0,0
1402,1,85,55,4,0.0,0
1403,23,19,28,1,0.0,0
1404,77,19,69,4,0.0,0
1405,51,36,66,3,0.0,0
1406,53,29,46,0,0.0,0
1407,48,60,70,2,167.89,0
1408,12,82,50,6,0.0,0
1409,44,2,43,0,0.0,0
1410,5,1,7,0,0.0,0
1411,33,47,50,1,72.42,0
1412,31,69,62,6,0.0,0
1413,1,20,5,0,0.0,0
1414,47,11,47,1,0.0,0
1415,71,2,51,0,0.0,0
1416,10,67,43,2,0.0,0
1417,51,87,84,1,502.85,1
1418,3,12,1,1,0.0,0
1419,28,20,32,0,0.0,0
1420,20,5,19,1,0.0,0
1421,24,37,34,0,0.0,0
1422,79,38,77,2,0.0,0
1423,62,94,99,6,0.0,1
1424,47,9,43,0,0.0,0
1425,10,98,58,4,0.0,0
1426,73,53,84,1,0.0,0
1427,4,44,22,0,0.0,0
1428,58,99,107,2,0.0,0
1429,12,86,51,2,0.0,0
1430,2,24,9,0,0.0,0
1431,34,81,67,3,0.0,1
1432,8,74,42,3,0.0,0
1433,9,30,20,4,0.0,0
1434,11,59,47,5,0.0,0
1435,2,87,39,6,0.0,0
1436,6,96,52,4,0.0,0
1437,1,81,35,2,0.0,1
1438,18,81,52,3,0.0,0
1439,3,14,18,0,381.86,0
1440,35,9,33,1,0.0,0
1441,9,40,28,2,0.0,0
1442,87,66,97,5,0.0,0
1443,62,25,59,0,76.4,0
1444,11,73,54,5,0.0,0
1445,46,22,50,0,0.0,0
1446,49,4,39,0,0.0,0
1447,130,26,119,2,0.0,0
1448,28,58,52,1,0.0,0
1449,3,29,12,2,0.0,0
1450,32,98,72,5,0.0,0
1451,30,87,78,6,0.0,0
1452,31,37,45,5,0.0,0
1453,12,75,39,3,230.55,1
1454,59,70,84,4,0.0,0
1455,97,18,93,1,141.99,0
1456,8,85,44,7,0.0,0
1457,3,42,21,3,134.12,0
1458,7,100,62,4,0.0,0
1459,52,41,62,3,0.0,0
1460,34,38,45,1,0.0,0
1461,31,34,35,1,0.0,0
1462,16,17,26,0,0.0,0
1463,26,37,38,1,0.0,0
1464,12,25,11,0,0.0,0
1465,20,76,46,2,0.0,0
1466,48,87,79,2,0.0,0
1467,120,86,133,3,0.0,0
1468,81,85,102,2,0.0,0
1469,82,27,90,2,0.0,0
1470,16,57,44,5,25.79,1
1471,19,31,17,1,0.0,0
1472,37,6,31,0,39.46,0
1473,77,91,106,3,0.0,0
1474,5,40,16,3,0.0,0
1475,11,98,60,9,0.0,0
1476,5,12,1,0,0.0,0
1477,29,53,55,4,137.27,1
1478,11,71,51,4,0.0,0
1479,12,10,26,0,356.16,0
1480,3,45,17,3,437.01,0
1481,13,17,12,0,0.0,0
1482,60,26,64,1,0.0,0
1483,8,85,54,4,171.69,1
1484,36,92,78,4,0.0,0
1485,30,62,60,1,0.0,0
1486,60,46,77,1,0.0,0
1487,5,64,37,3,0.0,0
1488,114,2,91,0,0.0,0
1489,27,54,41,3,253.75,0
1490,162,65,160,3,0.0,1
1491,73,51,83,2,0.0,0
1492,8,53,28,0,0.0,0
1493,2,36,19,1,0.0,0
1494,9,26,14,0,0.0,0
1495,23,29,38,2,0.0,0
1496,6,21,17,1,0.0,0
1497,6,11,8,1,555.46,1
1498,19,40,36,4,0.0,0
1499,2,11,1,0,629.15,1
1500,4,36,16,1,0.0,0
1501,17,59,39,4,0.0,0
1502,2,39,20,1,0.0,0
1503,16,99,63,5,0.0,0
1504,20,54,43,2,0.0,0
1505,19,98,57,3,0.0,0
1506,62,55,76,4,0.0,0
1507,23,24,26,1,0.0,0
1508,19,22,9,1,82.67,0
1509,16,69,62,2,0.0,1
1510,52,56,65,3,0.0,0
1511,68,33,67,0,0.0,0
1512,58,36,57,3,25.75,0
1513,34,20,31,2,0.0,0
1514,5,83,44,6,0.0,0
1515,10,99,64,2,195.22,0
1516,2,81,41,5,0.0,0
1517,81,62,94,4,0.0,0
1518,33,98,81,3,0.0,0
1519,42,73,67,2,0.0,0
1520,12,26,22,2,217.59,0
1521,57,66,73,2,0.0,0
1522,10,73,52,5,0.0,0
1523,1,73,42,5,14.83,0
1524,15,40,31,1,0.0,0
1525,26,17,27,1,89.26,0
1526,20,1,16,0,0.0,0
1527,60,89,91,3,0.0,0
1528,4,61,25,4,34.21,1
1529,25,43,46,1,32.76,0
1530,22,42,37,1,0.0,0
1531,10,25,29,3,0.0,0
1532,52,39,63,0,0.0,0
1533,42,35,38,1,0.0,0
1534,40,3,27,0,0.0,0
1535,63,44,61,1,0.0,0
1536,39,51,50,4,0.0,0
1537,8,94,45,4,199.76,0
1538,37,98,79,2,0.0,0
1539,12,12,14,0,0.0,0
1540,9,19,20,1,0.0,0
1541,3,44,24,1,0.0,0
1542,41,59,61,2,86.81,0
1543,38,49,64,4,0.0,0
1544,9,61,38,4,0.0,0
1545,42,17,41,0,0.0,0
1546,75,74,92,5,0.0,0
1547,4,57,25,3,0.0,0
1548,8,55,37,1,0.0,0
1549,42,47,60,3,0.0,0
1550,10,12,21,0,0.0,1
1551,30,62,57,4,43.97,0
1552,3,80,40,5,0.0,0
1553,19,88,61,1,0.0,0
1554,41,83,73,5,0.0,0
1555,35,8,36,0,0.0,0
1556,51,95,94,6,0.0,0
1557,63,21,60,0,0.0,0
1558,45,81,85,4,0.0,0
1559,34,87,76,7,0.0,0
1560,1,80,40,2,0.0,0
1561,23,70,56,3,0.0,0
1562,2,72,39,4,0.0,0
1563,50,25,52,2,105.4,0
1564,12,82,60,5,382.63,0
1565,25,89,67,4,353.79,0
1566,10,12,9,0,0.0,0
1567,46,15,39,4,113.41,0
1568,66,59,77,2,0.0,0
1569,16,26,28,0,177.8,1
1570,60,26,59,0,0.0,0
1571,10,47,33,3,0.0,0
1572,23,32,39,0,0.0,0
1573,59,10,62,1,0.0,0
1574,12,16,16,0,0.0,0
1575,93,71,102,2,0.0,0
1576,4,17,20,0,0.0,0
1577,1,23,5,1,0.0,0
1578,71,26,62,2,178.8,0
1579,3,85,53,8,0.0,0
1580,145,86,164,6,0.0,0
1581,91,7,78,0,0.0,0
1582,5,14,10,0,0.0,0
1583,24,79,57,4,0.0,0
1584,7,7,5,0,0.0,0
1585,17,9,16,1,0.0,0
1586,2,48,25,0,0.0,0
1587,8,72,35,2,0.0,0
1588,14,59,36,1,17.55,0
1589,18,87,47,7,331.34,1
1590,114,93,138,1,0.0,1
1591,50,82,81,4,0.0,0
1592,41,95,89,3,0.0,0
1593,24,94,68,4,0.0,0
1594,55,39,60,4,0.0,1
1595,13,99,58,7,0.0,0
1596,38,18,41,1,0.0,0
1597,153,59,153,5,0.0,1
1598,12,17,20,1,0.0,0
1599,34,14,36,1,221.99,0
1600,56,31,59,4,457.3,0
1601,75,24,69,1,0.0,0
1602,38,99,76,11,0.0,0
1603,11,60,34,1,123.46,0
1604,12,45,26,3,379.71,0
1605,1,98,58,4,0.0,0
1606,43,3,36,0,0.0,0
1607,2,37,19,4,0.0,0
1608,60,43,67,2,0.0,0
1609,4,40,25,2,0.0,0
1610,6,90,55,4,0.0,0
1611,20,55,47,2,0.0,0
1612,41,87,80,6,0.0,0
1613,5,39,20,2,0.0,0
1614,18,15,21,0,0.0,0
1615,20,4,15,1,303.96,1
1616,8,93,53,2,0.0,0
1617,4,86,52,6,0.0,0
1618,55,25,58,1,0.0,0
1619,21,13,31,2,0.0,0
1620,1,82,40,5,0.0,1
1621,49,33,51,1,0.0,0
1622,119,16,105,0,0.0,0
1623,28,42,43,2,0.0,1
1624,22,66,52,3,0.0,0
1625,64,55,79,3,0.0,0
1626,92,99,120,4,0.0,0
1627,43,42,56,3,0.0,0
1628,18,34,36,3,0.0,0
1629,27,30,41,2,0.0,0
1630,37,13,33,0,0.0,0
1631,7,13,13,1,0.0,0
1632,18,18,30,0,0.0,1
1633,54,32,56,1,0.0,0
1634,32,96,70,1,0.0,0
1635,16,99,66,6,0.0,1
1636,33,39,48,3,0.0,0
1637,4,46,22,6,0.0,0
1638,16,29,20,1,0.0,0
1639,48,62,70,3,0.0,0
1640,8,93,50,3,0.0,0
1641,7,62,28,4,0.0,0
1642,91,57,97,4,0.0,0
1643,8,16,17,0,30.73,1
1644,10,56,35,5,0.0,0
1645,105,10,96,2,0.0,0
1646,40,30,36,1,0.0,0
1647,37,25,48,0,0.0,0
1648,58,84,86,10,0.0,0
1649,4,5,3,0,0.0,0
1650,37,65,54,2,0.0,0
1651,22,94,66,6,0.0,0
1652,54,49,58,2,0.0,0
1653,22,3,23,0,0.0,0
1654,30,45,38,1,0.0,0
1655,20,14,16,0,0.0,0
1656,20,30,25,3,0.0,0
1657,44,68,65,1,0.0,0
1658,30,18,37,0,0.0,0
1659,31,62,63,3,0.0,0
1660,18,37,29,2,366.47,0
1661,23,25,30,1,0.0,0
1662,42,48,60,2,0.0,0
1663,53,65,73,0,0.0,0
1664,36,53,57,2,614.63,0
1665,78,79,101,4,0.0,0
1666,52,73,76,3,0.0,0
1667,25,15,20,2,0.0,0
1668,34,49,52,3,368.19,0
1669,79,88,111,3,0.0,0
1670,29,68,53,0,0.0,0
1671,53,12,38,0,208.65,0
1672,36,59,56,3,0.0,0
1673,25,37,46,1,0.0,0
1674,9,61,43,2,0.0,0
1675,17,43,32,0,0.0,0
1676,104,70,120,3,0.0,1
1677,33,39,48,2,16.93,1
1678,25,56,55,1,0.0,0
1679,82,63,89,3,1043.54,0
1680,27,46,39,2,0.0,0
1681,23,88,52,6,0.0,0
1682,43,11,36,0,0.0,1
1683,38,62,66,3,0.0,0
1684,7,77,41,4,0.0,0
1685,20,98,58,5,0.0,0
1686,20,25,29,2,0.0,0
1687,15,71,48,4,0.0,0
1688,22,52,38,3,0.0,0
1689,16,4,12,0,0.0,1
1690,7,59,35,3,81.3,0
